country,name,address,latitude,longitude
France,Bordeaux,"IKEA, Rocade, Bordeaux Maritime, Bordeaux, Nouvelle-Aquitaine, France métropolitaine, 33300, France",44.885044750000006,-0.565738009175414
France,Brest - Guipavas,"IKEA, Boulevard François Mitterrand, Keradrien, Guipavas, Brest, Finistère, Bretagne, France métropolitaine, 29490, France",48.41765805,-4.441792774888863
France,Caen Fleury-sur-Orne,"IKEA, Périphérique Sud, ZAC Les Hauts de l'Orne, Fleury-sur-Orne, Caen, Calvados, Normandie, France métropolitaine, 14123, France",49.1457645,-0.36398673091696665
France,Clermont-Ferrand,"IKEA, Les Gravanches, Clermont-Ferrand, Puy-de-Dôme, Auvergne-Rhône-Alpes, France métropolitaine, 63100, France",45.8034774,3.139962377484895
France,Dijon,"IKEA, B, Zone d'Activités Économiques Cap Nord, Les Grésilles, Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21000, France",47.3406614,5.0643506728660155
France,Grenoble,"IKEA Restaurant, Rocade Sud, La Galochère, Saint-Martin-d'Hères, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38400, France",45.1806335,5.7758517
France,Hénin-Beaumont,"Ikea, Rue Adrien Thorez, Hénin-Beaumont, Lens, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62110, France",50.392098,2.9773879809738992
France,Lille,"IKEA, 130, Rue du Grand But, Zone du Grand But, Lomme, Lille, Nord, Hauts-de-France, France métropolitaine, 59160, France",50.649606399999996,2.9771856520401734
France,Lyon - Grand Parilly,"IKEA Lyon Grand Parilly, Rue Simone Veil, Grand Parilly, Vénissieux, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69200, France",45.71889945,4.881548431336694
France,Marseille - La Valentine,"IKEA, Route de la Sablière, La Valentine, 11e Arrondissement, Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13011, France",43.29318635,5.481127033537103
France,Vitrolles,"IKEA, Route de la Seds, La Tuilière, Vitrolles, Istres, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13127, France",43.4292603,5.2677633
